"ORDEN_V"	"CPRO"	"CMUN"	"TIPO_VIV"	"TENEN_VIV"	"RT_imp"	"SUPERF"	"PLANTAS_sr"	"PLANTAS_br"	"TIPO_EDIF"	"ANOCO"	"TAM_HOG_5"
523691	29	992	0			26	1	0	1	1966	
523735	29	025	1	2	1	60	4	0	3	2004	5
523768	29	069	1	3	1	104	1	0	1	1977	3
523813	29	070	0			41	5	0	3	2007	
523819	29	054	1	3	0	45	7	0	3	1991	1
523833	29	067	1	2	1	42	6	0	3	1963	2
523841	29	091	0			71	4	0	3	2003	
523948	29	051	0			135	4	0	3	2006	
523961	29	067	1	2	0	46	5	0	3	1962	3
523964	29	008	0			85	2	0	1	1996	
523987	29	067	0			92	10	0	3	1970	
523995	29	067	0			75	8	0	3	2008	
524000	29	051	1	2	0	105	1	0	1	1990	5
524059	29	069	1	2	0	42	8	0	3	1975	1
524081	29	067	1	2	0	65	5	1	3	1974	3
524090	29	067	1	2	0	70	6	0	3	2007	3
524112	29	051	1	2	0	78	1	0	1	1955	3
524161	29	051	1	2	1	64	6	0	3	1986	3
524174	29	992	1	2	0	115	1	0	1	1987	2
524184	29	070	0			195	1	0	1	2003	
524201	29	091	0			85	8	0	3	2005	
524256	29	991	0			131	1	0	1	1957	
524294	29	069	1	2	1	70	6	0	3	1972	1
524326	29	082	1	2	0	49	7	0	3	2001	3
524330	29	901	1	2	0	78	6	1	3	1975	4
524350	29	901	1	2	0	36	8	1	3	1974	1
524370	29	070	0			81	1	0	1	1986	
524376	29	993	0			27	1	0	1		
524394	29	067	1	2	0	99	1	0	3	2002	4
524520	29	067	1	2	0	46	6	0	3	1971	1
524545	29	067	1	2	0	65	10	1	3	1972	4
524553	29	067	1	2	0	46	4	0	3	1961	1
524573	29	025	0			49	5	1	3	1990	
524577	29	070	1	2	0	107	4	2	3	1986	2
524598	29	067	1	2	0	82	4	0	3	1997	4
524599	29	068	0			96	1	0	1	1987	
524602	29	094	1	2	0	94	1	0	3	1991	2
524637	29	051	1	2	1	65	4	0	3	2004	5
524650	29	901	1	2	0	67	5	0	3	2009	1
524658	29	070	0			74	1	0	3	1984	
524663	29	015	0			117	1	0	1	1948	
524726	29	067	1	2	0	60	10	0	3	1971	5
524743	29	067	1	2	1	65	10	1	3	1973	1
524749	29	991	0			60	1	0	1		
524776	29	069	1	3	1	46	10	0	3	1983	1
524780	29	084	1	2	0	98	1	0	1	2005	4
524798	29	070	1	2	1	36	4	1	3	2008	2
524812	29	070	1	2	1	111	4	0	3	2003	1
524815	29	054	1	3	1	79	5	0	3	2000	3
524862	29	067	1	2	0	90	1	0	3	2002	1
524896	29	992	1	2	0	178	2	0	1	1988	4
524962	29	069	1	2	0	63	9	0	3	1998	2
524986	29	067	0			68	1	0	2	2009	
525017	29	069	1	2	0	130	2	0	3	1985	1
525064	29	051	0			61	4	1	3	2000	
525100	29	069	1	2	1	69	6	0	3	2003	4
525124	29	015	1	2	0	89	1	0	1	1980	3
525133	29	991	0			95	1	0	1		
525156	29	025	1	3	1	37	10	0	3	1973	2
525210	29	038	0			58	1	0	1	2001	
525220	29	051	1	2	1	96	1	0	1	1970	4
525250	29	015	0			92	5	0	3	1964	
525252	29	042	1	2	0	85	2	1	3	1990	1
525253	29	091	1	2	1	60	2	0	3	2002	3
525254	29	067	0			44	5	0	3	2009	
525332	29	051	1	2	0	74	4	1	3	2010	2
525338	29	067	1	2	1	65	4	0	3	2005	1
525426	29	991	0			82	1	0	1	1993	
525448	29	008	1	2	0	56	3	0	3	1960	2
525458	29	067	0			114	8	0	3	1996	
525463	29	054	0			70	3	0	3	2002	
525471	29	901	1	3	1	92	4	0	3	2001	2
525555	29	051	1	2	1	71	3	0	3	1998	1
525562	29	067	0			43	10	0	3	1967	
525623	29	025	0			66	5	0	3	2008	
525630	29	067	1	2	0	105	10	0	3	1971	2
525643	29	070	1	2	1	96	10	0	3	1979	1
525668	29	067	1	2	0	104	1	0	1	1965	3
525675	29	069	1	2	1	116	3	0	3	2002	1
525685	29	993	1	2	0	84	1	0	1	1988	2
525690	29	993	0			105	2	0	3	2008	
525710	29	901	0			68	6	0	3	1990	
525737	29	067	1	2	1	75	7	0	3	2003	1
525764	29	067	1	2	1	156	2	0	2	2005	4
525769	29	094	1	2	0	93	2	0	2	2003	2
525793	29	067	0			194	1	0	1		
525829	29	067	1	2	0	71	10	0	3	1983	4
525856	29	067	1	2	0	85	8	0	3	2004	4
525902	29	067	1	2	0	51	5	1	3	2013	1
525917	29	038	1	2	0	80	1	0	1	1975	4
525962	29	067	0			89	8	0	3	2018	
525976	29	042	0			60	1	0	1	1945	
525989	29	091	1	2	0	86	4	0	3	1984	2
526018	29	069	1	4	0	63	10	0	3	1966	4
526063	29	991	1	2	0	123	1	0	1	1958	2
526077	29	067	0			46	9	0	3	1979	
526108	29	015	1	2	0	74	6	0	3	1995	4
526145	29	991	1	2	0	170	1	0	1	1938	1
526189	29	051	1	2	1	80	3	0	3	2005	3
526192	29	069	0			84	3	0	3		
526214	29	992	0			56	3	0	3	2003	
526221	29	094	1	2	0	100	1	0	1	2008	2
526223	29	067	1	2	0	55	5	0	3	1968	1
526224	29	067	1	2	0	84	4	0	3	1975	4
526230	29	070	1	2	0	58	3	0	3	1983	3
526315	29	070	0			52	1	0	2	2004	
526349	29	051	0			104	4	0	3	2001	
526384	29	991	1	2	0	80	3	0	1	1950	1
526388	29	015	0			102	5	0	3	1987	
526484	29	070	0			46	4	0	3	2007	
526489	29	067	1	2	0	82	7	0	3	2004	2
526542	29	070	1	2	0	115	2	0	1	1993	4
526547	29	070	1	2	1	123	1	0	1	1962	2
526583	29	901	0			70	10	0	3	1972	
526611	29	015	1	2	1	57	3	0	3	1999	3
526658	29	070	0			54	3	1	3	1991	
526668	29	051	1	4	1	89	4	0	3	1985	1
526695	29	067	1	2	0	72	1	0	1	1936	2
526699	29	901	1	2	0	75	3	0	3	2006	1
526773	29	067	1	2	0	91	6	0	3	1999	4
526837	29	054	1	2	1	64	8	1	3	1973	1
526868	29	991	0			81	1	0	2		
526891	29	067	1	2	1	98	4	0	3	2019	3
526893	29	901	0			43	8	1	3	1968	
526902	29	067	1	2	1	68	10	0	3	1973	4
526914	29	025	1	2	1	46	10	0	3	1982	1
526916	29	070	1	4	0	38	3	0	3	1999	2
526930	29	069	1	3	1	98	5	0	3	2004	4
526950	29	069	0			108	3	0	3	2002	
526984	29	067	1	2	1	46	2	0	3	1980	1
527009	29	054	0			60	8	0	3	1996	
527089	29	067	1	2	0	86	3	0	3	2000	3
527094	29	015	0			51	1	0	1		
527171	29	082	1	2	1	88			3	1997	3
527216	29	051	0			83	4	0	3	2008	
527218	29	901	1	2	1	41	1	0	3	1967	3
527220	29	070	1	2	1	91	2	0	2	1988	4
527250	29	992	1	2	0	118	1	0	1	1960	5
527254	29	007	1	2	0	79	1	0	1	1979	3
527278	29	068	0			95	1	0	1	1993	
527300	29	069	1	2	0	90	8	0	3	2001	3
527313	29	067	1	2	0	55	7	0	3	1985	2
527327	29	901	1	3	1	49	5	0	3	1978	1
527331	29	067	1	2	0	77	8	0	3	1992	4
527341	29	015	0			106	1	0	1	1958	
527464	29	991	0			93	1	0	1	1900	
527551	29	993	1	2	0						1
527552	29	901	1	2	0	85	6	0	3	1987	2
527557	29	067	0			69	9	0	3	1976	
527590	29	054	0			69	7	0	3	1970	
527591	29	069	1	4	0	72	4	0	3	1987	3
527652	29	067	1	3	1	92	5	0	3	1982	2
527682	29	054	1	3	1	54	2	0	3	1965	3
527688	29	069	0			153			3	1991	
527693	29	069	0			113	4	0	3	2000	
527725	29	067	1	2	0	75	9	0	3	1974	3
527778	29	069	0			162	6	0	3	1981	
527782	29	067	1	2	0	98	7	0	3	1991	5
527796	29	069	0			99	7	0	3	1999	
527802	29	015	1	2	0	89	2	0	1	1950	1
527867	29	067	1	2	0	76	7	0	3	2005	2
527896	29	070	1	3	0	94	1	0	1	1985	3
527919	29	993	0			85	3	0	3	2011	
527952	29	067	1	2	0	95	7	0	3	1986	2
527971	29	992	0			78	2	0	3	2010	
527990	29	075	1	2	0	81	3	0	3	2009	4
528043	29	091	1	2	0	59	6	0	3	1975	2
528125	29	992	0			156	1	0	1	1970	
528129	29	067	1	3	0	47	5	0	3	1995	5
528134	29	993	0			85	2	0	1	1900	
528137	29	067	1	2	0	74	3	0	3	1989	3
528151	29	067	1	2	0	97	8	0	3	1989	3
528184	29	070	0			50	4	1	3	2005	
528193	29	067	1	2	0	65	10	1	3	1973	3
528203	29	025	0			107	1	0	2	2004	
528228	29	991	0			113	1	0	1	1970	
528230	29	067	1	2	0	54	5	0	3	1963	3
528272	29	901	1	3	1	70	10	0	3	1972	5
528297	29	993	0			321	1	1	1	2019	
528320	29	007	1	2	0	241	1	0	1	2005	3
528344	29	025	0			45	10	0	3	1985	
528347	29	067	1	2	0	120	7	0	3	2004	3
528351	29	094	1	2	0	101	2	0	2	2001	3
528373	29	015	0			285	1	0	1		
528395	29	054	0			51	10	0	3	1984	
528460	29	094	1	2	0	114	2	0	3	2002	4
528474	29	015	0			173	1	0	2		
528554	29	070	1	2	0	70	6	0	3	2003	1
528595	29	008	1	2	1	50	2	0	3	1955	1
528600	29	992	0			49	1	0	1	2002	
528721	29	007	0			328	1	0	1	1999	
528736	29	067	1	2	1	72	10	0	3	1972	1
528742	29	015	1	2	0	71	2	0	1	2006	3
528748	29	991	1	2	1	40	1	0	1		3
528822	29	991	0			93	1	0	3		
528846	29	051	1	2	0	99	6	0	3	1989	2
528852	29	993	1	2	1	56	2	0	2	1998	3
528861	29	901	1	2	0	62	3	0	3	1995	3
528903	29	094	1	4	1	112	1	0	3	1990	2
528918	29	051	0			96	5	0	3	2003	
528945	29	070	1	2	1	66	1	0	3	1991	3
528962	29	067	1	3	1	66	1	0	1	1968	2
528970	29	069	1	3	1	75	1	0	1	1970	5
529061	29	015	1	2	0	74	5	0	3	1996	5
529083	29	993	0			128	2	0	3	2001	
529091	29	067	1	2	0	49	1	0	1	1948	1
529098	29	067	1	3	1	70	3	0	3	1993	5
529127	29	901	1	3	1	70	8	0	3	1974	1
529177	29	069	1	2	1	36	7	0	3	1988	1
529206	29	025	1	3	1	53	3	0	3	2005	2
529214	29	069	1	2	0	17	3	0	2	1965	2
529219	29	094	0			68	1	0	2	1990	
529224	29	067	1	2	0	112	1	0	3	1990	2
529247	29	067	1	2	1	32	4	0	3	2007	1
529262	29	091	0			41	6	0	3	2001	
529274	29	067	1	2	0	109	2	0	3	2001	5
529286	29	069	1	2	1	113	4	0	3	2000	2
529305	29	067	1	2	0	65	10	0	3	1964	4
529306	29	051	1	2	0	69	5	0	3	1988	3
529317	29	008	1	2	0	70	1	0	1	1971	2
529320	29	025	0			204	1	0	1	1970	
529333	29	070	1	2	0	51	3	0	3	1984	3
529391	29	094	0			146	2	0	1	1980	
529438	29	054	1	2	0	74	9	0	3	1973	1
529446	29	025	0			122	4	0	3	2020	
529518	29	042	1	2	0	85	4	0	3	1978	1
529558	29	991	1	3	1	78	1	0	1	1930	2
529660	29	067	1	4	1	48	4	0	3	1963	5
529672	29	069	1	2	1	85	3	2	3	2007	1
529707	29	051	1	2	1	99	4	0	3	1989	2
529762	29	025	1	2	0	85	4	0	3	1984	2
529785	29	091	0			130	3	0	1	1980	
529789	29	067	1	2	0	56	3	0	3	1955	4
529815	29	094	0			59	5	0	3	2017	
529826	29	069	1	2	0	76	10	0	3	1970	4
529838	29	070	1	2	1	57	1	0	1	1981	5
529841	29	901	0			133	5	0	3	1978	
529847	29	991	0			139	1	0	1		
529872	29	038	0			75	1	0	1	1989	
529894	29	054	1	2	0	53	5	0	3	1988	1
529964	29	067	0			27	8	0	3	2008	
529996	29	992	1	2	0	113	1	0	1	1975	1
530005	29	067	1	2	1	206	1	0	1	1971	1
530009	29	067	1	2	0	108	8	0	3	2001	3
530014	29	069	1	4	1	128	1	0	1	1982	1
530027	29	070	0			119	5	0	3	2010	
530101	29	067	1	3	0	60	9	0	3	1974	1
530102	29	067	1	2	0	106	8	0	3	2004	2
530103	29	067	1	2	0	77	5	0	3	1968	1
530104	29	992	1	2	1	43	1	0	2		1
530113	29	992	0			133	2	0	1	1928	
530127	29	012	0			322	1	0	1	1990	
530128	29	051	0			66	1	0	4		
530150	29	069	0			110	3	0	3	1997	
530202	29	051	1	2	0	62	1	0	1		3
530203	29	991	0			208	1	0	1	1940	
530207	29	025	1	2	1	47	4	0	3	2006	1
530217	29	051	0			92	1	0	2	1980	
530234	29	067	1	3	1	31	5	0	3	1962	3
530235	29	993	0			115	1	0	1		
530253	29	084	1	3	1	79	5	0	3	1982	1
530274	29	082	0			94	5	0	3	1996	
530283	29	025	0			93	1	0	3	1988	
530288	29	067	0			58	5	0	3	1975	
530290	29	051	1	2	0	65	1	0	1	1981	4
530310	29	067	1	2	0	59	10	0	3	1973	2
530331	29	067	1	2	1	97	6	0	3	1900	1
530338	29	025	0			99	2	0	3	1991	
530339	29	067	1	2	0	232	2	0	1	1992	5
530368	29	082	1	2	0	53	3	0	3	1997	2
530379	29	070	0			94	1	0	1	2004	
530387	29	042	1	2	0	94	7	0	3	2003	3
530389	29	054	1	4	0	65	8	0	3	1999	1
530436	29	067	1	2	1	74	8	1	3	1970	4
530485	29	901	1	2	0	57	7	0	3	1972	1
530501	29	094	1	3	1	101	2	0	3	2003	2
530514	29	054	1	2	1	81	1	0	1	1969	2
530526	29	992	0			187	1	1	1	2008	
530581	29	051	1	2	0	86	1	0	1	1968	1
530599	29	008	1	2	1	160	3	0	2	2008	1
530608	29	067	1	2	0	207	1	0	1	1971	5
530622	29	993	0			85	3	0	3	2012	
530636	29	067	1	2	0	76	4	0	3	1999	4
530682	29	015	1	4	1	64	1	0	1	1960	3
530721	29	067	1	2	0	71	5	2	3	1989	4
530790	29	067	1	2	0	99	1	0	1	1991	3
530820	29	094	1	2	0	87	1	0	1	1985	4
530843	29	051	1	3	1	89	4	0	3	2007	3
530849	29	025	1	2	0	126	2	0	2	2007	1
530855	29	067	1	2	0	70	10	0	3	1975	2
530856	29	992	1	2	1	49	3	0	3	1986	4
530858	29	070	0			118	3	0	3	2007	
530935	29	991	0			64	1	0	1		
530973	29	094	1	2	0	114	6	1	3	1979	4
530991	29	091	0			120	2	0	3	2004	
531007	29	007	1	2	0	94	1	0	2	1999	3
531016	29	082	1	2	0	74	4	1	3	2001	1
531103	29	991	1	2	0	56	1	0	2	1941	1
531105	29	067	1	2	0	77	9	0	3	1982	5
531120	29	067	1	2	0	89	7	0	3	2005	4
531139	29	054	0			49	4	0	3	2008	
531177	29	067	1	2	0	117	7	0	3	1991	2
531192	29	067	1	2	1	55	5	0	3	2004	3
531205	29	901	1	2	1	73	2	0	3	1988	1
531215	29	069	1	3	0	91	7	0	3	2003	3
531218	29	094	0			59	5	0	3	2017	
531253	29	094	1	2	0	68	1	0	1	1948	4
531271	29	067	1	2	0	87	8	0	3	2004	3
531279	29	991	0			38	1	0	1		
531332	29	992	1	2	0	259	1	0	1		5
531363	29	068	0			138	3	0	3	2007	
531368	29	901	1	2	0	47	10	0	3	1970	1
531375	29	025	0			26	10	1	3	1970	
531423	29	075	1	2	0	82	3	1	3	1980	3
531442	29	091	1	4	1	51	3	0	3	1995	4
531462	29	069	1	2	1	74	5	2	3	1980	2
531479	29	067	1	3	1	70	10	0	3	1981	5
531483	29	007	1	3	1	115	2	0	3	1984	2
531603	29	069	1	2	0	65	4	0	3	1972	5
531660	29	038	1	2	0	114	1	0	1	1998	4
531683	29	069	0			130	2	0	3	1985	
531743	29	992	1	4	1	162	1	0	1	1930	1
531771	29	067	1	3	1	106	6	0	3	1982	1
531826	29	991	0			104	1	0	1		
531843	29	070	1	2	0	75	2	0	2	1972	2
531864	29	067	1	3	0	59	10	0	3	1970	4
531868	29	054	0			62	4	0	3	2019	
531893	29	067	1	2	0	78	9	0	3	1979	3
531962	29	067	1	2	0	99	6	0	3	1990	4
531982	29	992	0			50	1	0	1	1920	
532072	29	084	1	2	1	75	2	0	1	1988	3
532073	29	042	1	2	0	74	5	0	3	1985	4
532077	29	992	1	2	1	161	2	0	1	1991	1
532093	29	054	1	2	0	73	4	0	3	1996	1
532124	29	025	1	2	0	186	1	0	1	2006	4
532145	29	015	0			97	5	0	3	1982	
532166	29	069	0			190	3	0	3	2004	
532175	29	051	0			48	7	2	3	1988	
532202	29	054	0			84	5	0	3	1975	
532229	29	992	0			111	1	0	1		
532241	29	067	1	3	0	33	7	0	3	2000	1
532291	29	993	0			133	1	0	1	1968	
532346	29	070	1	2	0	99	4	0	3	2005	2
532349	29	069	0			58	1	0	1	1930	
532363	29	992	1	2	0	84	1	0	1	1910	1
532386	29	991	1	2	0	171	1	0	1	2015	3
532423	29	068	0			69	4	0	3	2006	
532435	29	069	0			71	2	0	2	1976	
532520	29	054	0			38	4	0	3	2008	
532598	29	051	0			85	4	0	3	2004	
532611	29	067	0			73	6	0	3	2014	
532667	29	051	0			77	6	0	3	1990	
532701	29	991	1	2	0	118	1	0	1	1988	2
532727	29	051	0			93	1	0	1		
532731	29	901	1	3	1	51	6	0	3	1962	5
532768	29	901	1	2	0	58	7	0	3	1998	3
532908	29	054	1	4	1	62	8	0	3	1975	2
532942	29	901	0			58	4	0	3	1986	
532962	29	054	1	2	0	118	1	0	1	1976	4
532963	29	070	0			85	3	0	3	1991	
532971	29	067	0			134	5	0	3	1987	
532988	29	094	0			107	1	0	1		
533050	29	067	1	2	0	83	10	0	3	1978	1
533056	29	067	1	2	0	76	10	0	3	1973	2
533078	29	993	0			74	1	0	1	1974	
533080	29	993	1	2	0	60	5	0	3	2005	1
533106	29	993	1	2	1	113	2	0	2	1999	4
533151	29	992	0			45	1	0	2	2002	
533156	29	069	0			51	3	0	2	1955	
533166	29	084	0			80	1	0	2		
533209	29	067	1	2	0	88	2	0	2	1972	1
533229	29	025	1	3	1	91	5	0	3	1999	3
533242	29	068	0			119	3	1	3	1993	
533249	29	991	0			38	1	0	2	1985	
533252	29	091	1	2	1	94	1	0	3	1992	3
533264	29	084	1	3	0	101	5	0	3	2004	2
533290	29	992	0			61	2	0	1	1981	
533302	29	051	1	2	0	217	2	0	1	2005	4
533303	29	067	0			35	1	0	1		
533348	29	067	1	2	0	47	1	0	1	1958	1
533356	29	067	1	2	0	66	7	0	3	1984	3
533379	29	042	0			28	1	0	1	1980	
533464	29	008	0			48	1	0	2	1980	
533540	29	067	1	3	0	57	1	2	3	1973	1
533613	29	070	1	2	0	43	4	1	3	2008	3
533633	29	901	0			29	9	0	3	1980	
533643	29	067	0			85	7	0	3	1988	
533663	29	038	0			47	3	0	3	2006	
533708	29	012	0			52	1	0	1	1999	
533711	29	067	1	2	1	45	1	0	1	1940	2
533726	29	069	1	4	0	87	8	0	3	2002	2
533733	29	069	1	2	0	136	3	0	3	2002	5
533734	29	070	1	2	1	78	4	0	3	1985	2
533787	29	084	1	2	1	98	2	0	3	1969	2
533864	29	070	0			48	5	0	3	2001	
533883	29	993	1	2	1	91	1	0	1	2003	2
533902	29	054	0			73	5	0	3	1987	
533908	29	991	0			75	2	0	2	1973	
533936	29	069	1	2	0	60	4	0	3	1967	2
533982	29	991	1	4	0	70	1	0	1	1968	4
534011	29	054	0			37	7	0	3	1981	
534020	29	082	1	2	0	141	2	0	2	2006	4
534074	29	051	1	2	0	63	5	1	3	1970	1
534091	29	051	0			76	1	0	2	1985	
534161	29	025	1	3	1	69	6	0	3	2003	4
534206	29	067	1	2	0	74	6	0	3	1995	2
534224	29	901	1	2	0	118	1	0	1	2010	2
534232	29	992	0			94	1	0	1	1960	
534302	29	082	0			119	4	0	3	2000	
534354	29	054	1	2	0	63	3	0	3	1999	2
534357	29	051	1	2	0	111	6	0	3	2004	4
534359	29	067	1	2	0	118	8	0	3	2005	1
534374	29	054	1	2	0	91	5	0	3	1975	1
534392	29	038	1	2	0	84	3	0	3	2005	3
534482	29	067	1	2	0	64	10	0	3	1970	5
534618	29	069	1	2	0	199	3	0	3	2003	3
534633	29	067	0			76	10	0	3	1975	
534684	29	069	0			80	7	0	3	1985	
534693	29	051	0			97	5	0	3	2007	
534702	29	069	1	2	0	58	5	1	3	1973	1
534705	29	992	1	2	1	132	1	0	1	1955	1
534727	29	082	1	2	0	77	1	0	1	1992	4
534768	29	082	0			78	9	0	3	1990	
534780	29	025	1	2	0	58	4	0	3	1991	4
534886	29	067	1	2	0	83	10	1	3	1971	4
534889	29	007	1	2	0	75	3	0	3	2007	4
534893	29	069	1	2	0	103	1	0	1	1970	1
534927	29	070	1	2	1	108	5	0	3	2007	2
535115	29	067	0			71	5	0	3	1984	
535130	29	025	1	2	1	21	10	1	3	1976	2
535135	29	012	1	2	0	126	1	0	1	1979	2
535182	29	068	0			45	1	0	2	1975	
535200	29	075	0			75	4	0	3	2009	
535201	29	038	1	2	0	102	2	0	2	2006	4
535203	29	070	1	2	0	66	4	0	3	2005	2
535218	29	067	1	2	0	97	4	0	3	1991	3
535269	29	051	0			98	1	0	2		
535370	29	067	1	2	0	73	10	0	3	1975	2
535387	29	901	1	2	0	196	1	0	1	1977	2
535480	29	992	0			60	1	0	1	2002	
535506	29	082	0			273	1	0	1	1979	
535517	29	025	0			83	1	0	1	1965	
535562	29	094	1	2	1	137	2	0	3	2004	1
535667	29	070	1	4	1	75	6	0	3	2004	1
535671	29	054	1	4	0	82	5	0	3	2007	1
535720	29	054	1	2	0	49	3	0	3	1976	1
535724	29	067	1	2	0	54	6	0	3	1963	1
535725	29	067	1	2	1	122	1	0		2000	3
535733	29	068	1	2	1	80	6	1	3	2004	3
535743	29	070	1	2	0	79	3	0	3	2006	5
535745	29	025	1	2	0	67	4	0	3	1975	2
535787	29	082	1	2	0	83	1	0	3	1988	4
535822	29	067	1	2	0	44	5	0	3	1965	2
535825	29	069	1	2	0	90	6	0	3	1982	2
535848	29	069	1	2	0	79	4	0	3	2000	4
535854	29	038	0			112	2	0	2	1975	
535866	29	067	0			53	1	0	1	1948	
535883	29	993	1	2	0	181	1	0	1	1900	5
535927	29	068	0			111	1	0	1	1993	
535934	29	015	0			109	1	0	1		
535944	29	067	1	2	0	249	2	0	1	1973	5
535966	29	992	1	2	0	90	1	0	1	2007	4
535978	29	991	0			94	1	0	1		
535985	29	067	1	2	1	56	10	0	3	1972	1
535998	29	007	1	4	0	92	3	0	3	2009	4
536009	29	067	1	2	0	88	1	0	3	2000	4
536010	29	992	0			107	1	0	2	2007	
536016	29	070	1	3	0	89	3	0	3	1996	1
536078	29	082	1	3	1	90	1	0	3	1986	2
536086	29	051	1	2	0	85	4	1	3	2000	4
536135	29	094	1	2	1	45	2	0	3	2006	2
536179	29	901	1	2	1	21	10	0	3	1963	1
536223	29	992	1	4	1	35	1	0	1	1940	2
536249	29	067	1	2	0	68	9	0	3	1966	2
536261	29	069	1	2	0	55	6	0	3	1970	3
536272	29	007	1	2	0	95	2	0	3	1987	2
536306	29	094	0			71	2	0	1		
536320	29	008	1	2	0	133	4	0	3	1975	2
536332	29	069	1	2	1	42	10	0	3	1978	4
536356	29	070	0			62	3	0	3	1984	
536379	29	992	1	2	0	136	2	0	1	2008	2
536408	29	993	0			89	3	0	3	1988	
536456	29	025	0			46	10	0	3	1982	
536457	29	901	1	2	0	65	3	0	3	1997	3
536467	29	051	1	2	0	111	1	0	1	2000	4
536503	29	067	1	2	1	58	5	0	3	2007	4
536515	29	067	1	2	0	51	10	0	3	1969	2
536548	29	067	1	2	0	89	5	0	3	1997	4
536607	29	992	1	3	0	82	3	0	3	2008	3
536629	29	901	0			54	6	0	3	1968	
536631	29	082	0			90	4	2	3	2002	
536640	29	067	1	2	1	117	3	0	3	1950	1
536710	29	094	1	3	0	94	7	0	3	2000	3
536711	29	025	0			41	10	0	3	1989	
536714	29	067	0			78	5	0	3	1969	
536761	29	075	1	2	1	66	4	0	3	1978	3
536793	29	067	1	2	0	46	10	0	3	1963	1
536893	29	069	1	2	1	85	7	0	3	2004	2
536901	29	901	0			54	10	0	3	1972	
536912	29	067	1	2	1	96	2	0	3	2008	3
536917	29	992	1	2	0	113	1	0	2	1948	2
536920	29	067	1	3	0	72	6	0	3	2003	2
536923	29	070	0			94	4	0	3	2008	
536926	29	070	0			76	3	0	3	1990	
537019	29	068	0			81	5	0	3	1979	
537033	29	075	0			100	3	0	1	2006	
537042	29	069	0			143	6	0	3	1997	
537069	29	068	0			80	6	0	3	2006	
537108	29	067	1	2	1	71	9	0	3	1971	1
537117	29	091	0			102	1	0	2		
537141	29	007	1	2	0	56	2	0	2	2002	1
537169	29	042	1	2	0	148	1	0	1	2003	3
537196	29	067	1	2	0	231	1	0	1	1936	1
537197	29	070	1	2	0	93	1	0	2	1992	3
537236	29	069	1	2	0	93	1	1	1	1966	1
537258	29	901	0			94	3	0	3	1975	
537259	29	069	1	4	1	31	3	0	3	1999	1
537282	29	094	1	2	0	110	3	0	3	2007	3
537325	29	901	1	3	0	45	5	0	3	2007	1
537362	29	067	1	2	0	85	7	0	3	1989	4
537399	29	084	0			62	5	0	3	1980	
537415	29	054	1	3	0	86	6	0	3	2003	4
537443	29	070	0			65	4	0	3	2002	
537446	29	094	1	2	0	65	4	0	3	1974	2
537451	29	067	1	2	0	35	5	0	3	1965	1
537501	29	015	1	2	0	74	6	0	3	1995	5
537507	29	054	1	3	1	56	5	0	3	2006	5
537512	29	067	0			65	8	0	3	1973	
537550	29	067	0			71	6	0	3	2005	
537557	29	067	1	2	0	49	6	0	3	1962	5
537566	29	067	1	2	1	119	9	0	3	2009	3
537573	29	094	1	4	1	56	10	0	3	1975	1
537574	29	082	1	2	1	50	7	0	3	1991	4
537617	29	025	1	2	0	98	4	0	3	1981	2
537636	29	067	1	3	1	59	9	0	3	1972	2
537726	29	992	0			76	1	0	1		
537752	29	070	0			64	4	0	3	2007	
537789	29	094	0			58	6	0	3	2009	
537827	29	070	0			48	2	0	3	1996	
537832	29	992	1	2	0	101	1	0	1	2006	1
537868	29	067	1	4	0	60	10	0	3	1970	1
537906	29	051	1	3	1	58	4	0	3	1974	2
537916	29	067	1	2	0	57	10	1	3	1972	1
537967	29	992	0			69	3	0	3	1940	
538005	29	901	0			50	4	0	3	1989	
538031	29	991	0			53	3	0	3	2002	
538041	29	901	0			35	9	1	3	1954	
538087	29	069	0			78	5	1	3	1984	
538141	29	067	1	2	1	56	9	0	3	1971	2
538159	29	067	1	3	0	84	6	0	3	2000	1
538169	29	069	1	2	0	77	10	0	3	1999	1
538225	29	094	1	2	0	164	1	0	1	1997	3
538234	29	067	1	2	0	83	7	0	3	1980	3
538243	29	025	1	2	1	60	4	0	3	1968	3
538271	29	067	1	2	0	81	5	0	3	1996	3
538279	29	054	1	3	0	71	5	0	3	1970	3
538290	29	069	1	2	0	83	6	0	3	2001	4
538339	29	068	0			63	7	0	3	1999	
538392	29	901	1	2	0	77	10	0	3	1972	2
538435	29	007	1	2	0	88	5	0	3	2007	2
538454	29	015	1	2	0	98	1	0	1	1995	1
538459	29	067	1	3	0	73	7	0	3	1969	3
538462	29	067	1	2	0	73	6	0	3	1982	4
538476	29	067	1	2	0	75	7	0	3	1992	4
538510	29	094	0			88	5	0	3	1991	
538611	29	070	0			64	5	0	3	2003	
538613	29	067	1	2	0	56	4	0	3	1972	1
538637	29	051	1	2	0	102	2	0	3	2001	1
538666	29	067	1	3	1	62	9	0	3	1971	5
538680	29	067	0			58	2	0	1	1968	
538698	29	069	0			92	1	0	2	2004	
538706	29	070	0			78	3	0	3	1990	
538707	29	991	0			56	1	0	1		
538713	29	901	1	2	1	23	8	0	3	1968	2
538723	29	094	0			82	1	0	1		
538744	29	070	1	3	0	85	4	0	3	2006	1
538807	29	070	1	3	0	41	1	0	1	1960	2
538808	29	015	0			123	1	0	1		
