"ORDEN_V"	"CPRO"	"CMUN"	"TIPO_VIV"	"TENEN_VIV"	"RT_imp"	"SUPERF"	"PLANTAS_sr"	"PLANTAS_br"	"TIPO_EDIF"	"ANOCO"	"TAM_HOG_5"
1287950	29	991	0			152	1	0	1		
1287956	29	025	1	4	1	94	4	0	3	1988	1
1287973	29	082	1	2	0	75	3	1	3	2002	2
1287985	29	067	0			46	1	0	1	1940	
1287998	29	992	1	3	1	249	1	0	1	1965	1
1288019	29	025	0			36	10	0	3	1985	
1288048	29	012	1	2	0	89	2	0	2	1989	4
1288049	29	067	1	2	0	70	5	0	3	1967	1
1288098	29	054	1	3	0	64	5	0	3	2004	1
1288101	29	069	1	2	0	80			3	1986	1
1288115	29	067	1	2	0	89	7	0	3	1982	3
1288264	29	067	1	2	0	112	1	0	2	1990	3
1288284	29	993	1	4	1				3		1
1288313	29	067	1	4	1	65	1	0	2	1972	2
1288364	29	054	0			99	4	0	3	1980	
1288366	29	054	1	2	0	120	2	0	3	2002	1
1288407	29	054	1	2	0	63	7	0	3	2003	1
1288423	29	084	1	2	0	120	2	0	2	2007	3
1288475	29	067	0			48	10	0	3	1966	
1288504	29	091	0			43	9	0	3	1990	
1288527	29	067	0			145	8	0	3	1970	
1288543	29	901	0			73	10	0	3	1972	
1288551	29	054	0			69	7	0	3	1990	
1288634	29	993	1	2	0	109	1	0	1	2008	1
1288647	29	094	1	2	1	85	4	0	3	1977	1
1288698	29	992	0			89	1	0	1		
1288727	29	075	1	2	0	81	2	0	2	1988	3
1288755	29	069	0			112	6	0	3	1999	
1288779	29	067	1	3	0	35	4	0	3	2008	1
1288821	29	051	1	3	0	65	5	1	3	1970	1
1288855	29	067	1	3	1	65	9	0	3	1971	2
1288863	29	992	0			125	2	0	2	2000	
1288928	29	901	0			123	6	0	3	2018	
1288936	29	067	1	2	0	154	2	0	1	1991	4
1288943	29	067	0			90	10	0	3	1976	
1288951	29	992	1	2	0	104	1	0	1	2005	1
1289038	29	069	1	2	0	107	4	2	3	1990	4
1289043	29	067	1	2	0	60	10	0	3	1972	4
1289090	29	991	1	3	1	107	1	0	1		1
1289102	29	070	1	3	1	63	5	0	3	2000	1
1289146	29	067	1	2	1	85	10	0	3	1966	2
1289157	29	038	1	2	0	94	2	0	2	2008	1
1289255	29	067	1	4	0	72	8	0	3	1977	3
1289267	29	991	0			34	1	0	3		
1289296	29	038	1	2	0	84	3	0	3	2004	2
1289301	29	993	1	2	1	196	1	0	1	2007	2
1289305	29	051	0			91	4	0	3	2004	
1289321	29	070	1	2	0	99	2	0	2	2004	4
1289387	29	051	1	2	0	74	8	0	3	2007	1
1289389	29	069	1	2	1	75	10	0	3	2002	3
1289390	29	007	1	2	0	75	2	0	3	1997	3
1289404	29	025	0			76	2	1	3	2007	
1289414	29	901	1	2	0	76	4	0	3	2001	3
1289415	29	991	1	2	0	108	1	0	1		1
1289419	29	901	1	2	0	93	2	0	1	1969	3
1289454	29	067	1	2	0	53	5	0	3	1966	3
1289473	29	992	0			159	1	0	1	2001	
1289568	29	054	1	2	0	92	10	0	3	1986	2
1289600	29	069	0			80	10	0	3	1988	
1289637	29	054	1	2	0	70	10	0	3	1969	1
1289647	29	051	1	2	0	81	3	0	3	2001	2
1289699	29	992	1	2	1	51	3	1	3	1996	2
1289701	29	991	0			50	1	0	3		
1289755	29	067	1	2	0	90	7	0	3	1990	2
1289760	29	067	1	2	1	48	1	0	1	1982	4
1289768	29	070	1	2	1	58	4	0	3	1982	1
1289769	29	094	1	2	0	79	5	0	3	2000	2
1289793	29	042	1	2	0	84	3	0	3	2006	3
1289796	29	070	1	2	0	58	4	0	3	1997	3
1289811	29	094	1	2	0	82	4	0	3	2007	4
1289819	29	067	1	3	1	51	4	0	3	2005	2
1289832	29	067	1	2	0	103	7	0	3	1976	2
1289846	29	069	0			118	5	0	3	2001	
1289876	29	067	1	2	0	60	6	0	3	1995	2
1289889	29	070	0			51	3	0	3	1988	
1289895	29	901	1	2	0	70	10	0	3	1976	1
1289905	29	067	1	2	0	64	10	0	3	1972	4
1289920	29	901	0			35	4	1	3	1963	
1289926	29	993	0			105	3	2	3	2007	
1289928	29	038	1	2	0	75	1	0	1	1979	2
1289987	29	075	1	2	0	91	1	0	1	1991	1
1290009	29	067	1	3	0	48	5	0	3	1968	2
1290037	29	025	0			77	7	0	3	1981	
1290075	29	025	1	2	0	86	1	0	1	1971	3
1290096	29	069	0			91	3	0	3	1991	
1290108	29	070	0			58	4	0	3	2005	
1290172	29	070	1	2	0	99	6	0	3	1979	4
1290209	29	051	0			66	1	0	1		
1290231	29	991	1	2	1	114	3	0	2	1996	1
1290233	29	069	1	2	0	56	10	0	3	1966	1
1290248	29	067	1	3	1	38	2	0	3	1900	2
1290269	29	067	1	2	0	75	10	0	3	1973	1
1290283	29	091	0			66	6	0	3	1974	
1290304	29	067	1	2	0	104	10	0	3	1982	3
1290325	29	069	1	3	1	87	10	0	3	1982	2
1290339	29	067	1	2	0	65	6	0	3	2008	5
1290360	29	067	1	2	0	58	4	0	3	1946	2
1290391	29	015	1	2	0	115	1	0	1	1973	2
1290396	29	094	1	2	0	90	1	0	1	1985	2
1290402	29	070	0			112			1	2003	
1290407	29	067	1	2	1	130	2	0	1	2006	2
1290433	29	068	0			66	6	1	3	2004	
1290471	29	054	1	2	1	56	1	0	1	1971	1
1290483	29	991	1	2	1	214	1	0	1	2005	1
1290520	29	067	1	2	1	42	4	0	3	2000	2
1290523	29	993	0			260	1	0	2	2019	
1290530	29	067	1	2	0	103	10	0	3	1980	2
1290542	29	091	0			27	1	0	1		
1290555	29	015	0			140	2	0	1	2001	
1290627	29	094	1	2	0	74	5	0	3	1970	4
1290642	29	015	1	3	1	85	5	0	3	1999	1
1290648	29	042	0			118	1	0	1	1965	
1290656	29	067	1	2	0	186	1	0	1	1994	2
1290825	29	991	1	2	0	80	1	0	1	1956	3
1290828	29	991	0			63	1	0	1	1979	
1290836	29	901	1	3	1	65	10	0	3	1971	1
1290860	29	051	1	4	1	202	2	0	1	2006	3
1290917	29	069	1	3	1	92	5	0	3	2002	1
1290921	29	067	1	2	0	73	8	0	3	1968	2
1290945	29	094	1	2	0	119	1	0	3	1993	4
1290983	29	070	1	3	1	37	6	0	3	2007	3
1291007	29	067	1	2	0	94	1	0	1	1948	1
1291055	29	068	1	2	0	85	1	0	1	1987	4
1291060	29	069	1	2	1	104	7	2	3	1981	5
1291141	29	008	1	2	1	83	3	0	3	2007	2
1291172	29	067	0			60	1	0	1	1920	
1291195	29	069	1	4	1	90	6	0	3	1999	2
1291201	29	082	1	2	0	65	3	0	3	1998	1
1291202	29	991	0			124	2	0	2	1977	
1291209	29	025	1	2	0	83	3	0	3	2006	1
1291245	29	051	0			123	2	0	3	1985	
1291254	29	091	1	2	0	67	4	0	3	2004	3
1291259	29	901	1	2	1	46	4	1	3	1969	3
1291280	29	075	0			41	3	1	3	1984	
1291283	29	067	1	2	0	70	4	0	3	1975	2
1291345	29	025	1	2	0	57	4	0	3	2008	2
1291505	29	069	1	2	0	90	6	0	3	1977	4
1291513	29	007	1	2	1	284	1	0	1	1976	4
1291539	29	901	0			64	10	1	3	1978	
1291550	29	070	1	2	0	55	2	0	3	1982	2
1291609	29	067	1	2	0	77	5	0	3	1977	4
1291620	29	025	1	2	0	84	1	0	1	1984	3
1291660	29	067	1	2	0	54	9	0	3	1966	4
1291708	29	038	1	4	1	49	1	0	1	1991	4
1291712	29	901	0			83	9	0	3	1969	
1291748	29	992	1	3	1	113	1	0	1	1968	1
1291766	29	067	1	2	0	60	5	0	3	2007	3
1291773	29	025	0			157	1	0	1	1970	
1291795	29	069	1	2	0	77	4	0	3	1998	2
1291838	29	993	0			102	10	0	3	1976	
1291876	29	992	0			53	1	0	1	1940	
1291890	29	993	0			86	3	0	3	1988	
1291941	29	069	0			106	4	0	3	1999	
1291944	29	067	1	2	0	70	9	0	3	1982	5
1291947	29	069	0			65	5	0	3	2000	
1291984	29	067	1	2	0	78	7	0	3	2006	4
1292027	29	069	1	4	0	56	9	0	3	1980	1
1292084	29	054	0			109	8	0	3	1986	
1292122	29	067	1	2	0	101	1	0	1	1960	1
1292135	29	901	1	2	0	78	5	0	3	1978	4
1292172	29	067	1	3	0	46	10	0	3	1967	2
1292181	29	051	0								
1292200	29	992	0			80	2	0	1	1999	
1292243	29	054	1	2	0	56	4	0	3	2004	1
1292279	29	067	1	2	0	99	7	0	3	2002	4
1292288	29	991	1	2	0	70	1	0	1	1996	2
1292290	29	054	1	2	0	62	5	0	3	1985	2
1292327	29	067	1	3	1	60	6	0	3	1986	5
1292328	29	991	1	2	0	71	2	0	3	1997	3
1292351	29	067	1	3	1	66	4	0	3	2010	4
1292389	29	025	0			85	10	0	3	2003	
1292427	29	094	0			65	5	0	3	1981	
1292431	29	067	1	2	0	80	10	0	3	1976	3
1292441	29	070	0			71	6	0	3	2004	
1292463	29	067	1	2	0	65	5	0	3	1977	1
1292540	29	054	1	4	0	51	5	0	3	1972	3
1292567	29	901	0			61	7	0	3	1982	
1292574	29	067	1	2	0	56	5	1	3	1980	2
1292578	29	991	1	2	0	70	1	0	1	1935	1
1292628	29	008	1	2	0	104	1	0	1	1960	5
1292682	29	067	1	3	1	55			4		3
1292714	29	094	0			205	1	0	1	1978	
1292723	29	067	1	2	1	45	7	0	3	2001	2
1292725	29	067	1	2	0	104	4	0	3	1977	3
1292735	29	067	1	2	0	70	10	0	3	1983	1
1292797	29	070	0			65	3	0	3	1987	
1292846	29	084	0			46	1	0	1	1955	
1292865	29	069	1	2	0	75	10	2	3	1980	3
1292892	29	025	0			84	7	0	3	2001	
1292906	29	067	1	3	1	74	1	0	1	1968	3
1292913	29	054	1	3	1	59	10	1	3	2005	3
1292926	29	082	0			78	1	0	3	1991	
1292939	29	069	1	2	0	244	2	0	1	1982	3
1292980	29	054	1	2	0	54	5	0	3	1970	2
1293011	29	992	0			85	1	0	2		
1293020	29	992	1	2	0	117	2	0	1	1999	4
1293090	29	992	1	2	0	55	2	0	2	1970	2
1293107	29	094	1	4	0	54	1	0	1		3
1293115	29	992	1	2	1	62	3	1	3	1996	3
1293151	29	992	1	3	1	99	2	0	1	2007	1
1293163	29	067	1	2	0	106	2	0	1	2007	4
1293217	29	069	1	2	1	100	3	0	3	1990	2
1293238	29	067	0			147	9	0	3	1961	
1293309	29	901	0			73	10	0	3	1972	
1293349	29	067	1	2	0	147	3	0	1	2002	2
1293374	29	067	1	2	1	56	5	0	3	1971	1
1293392	29	082	1	2	0	72	1	0	3	1998	3
1293396	29	901	0			69	5	0	3	2008	
1293437	29	068	1	2	1	57	6	0	3	2003	2
1293488	29	993	0			58	2	0	3	2005	
1293489	29	082	0			89	5	0	3	1991	
1293537	29	054	0			110	6	0	3	1989	
1293546	29	015	1	2	0	75	1	0	3	2008	2
1293566	29	070	0			75	4	0	3	2005	
1293573	29	054	1	2	0	104	6	1	3	2002	5
1293577	29	067	1	2	0	149	1	0	1	1979	2
1293600	29	992	1	4	0	265	1	0	1	1970	4
1293692	29	991	0			106	1	0	2		
1293723	29	067	1	2	0	114	1	0	1	1984	2
1293726	29	069	1	2	0	52	9	2	3	1971	4
1293744	29	069	0			124	1	0	2	1996	
1293746	29	051	0			99	4	0	3	2006	
1293768	29	084	1	3	1	85	2	0	1	1988	1
1293779	29	075	0			60	2	0	3	1990	
1293803	29	051	1	3	1	75	8	0	3	2019	4
1293837	29	067	1	2	0	58	7	0	3	1971	2
1293852	29	067	1	2	0	99	10	0	3	1976	4
1293858	29	067	1	2	0	53	10	0	3	1976	3
1293862	29	067	1	2	1	280	1	0	1	1979	5
1293881	29	067	0			37	4	0	3	2007	
1293888	29	993	1	4	1	181	1	0	1	2007	2
1293889	29	084	0			89	1	0	1		
1293895	29	025	1	2	0	51	5	1	3	1986	3
1293896	29	992	1	2	0	98	1	0	1	1940	2
1293996	29	991	1	2	0	111	3	0	1	2001	2
1294023	29	067	1	2	1	148	2	0	1	1995	1
1294028	29	091	0			49	4	0	3	1999	
1294038	29	992	1	3	1	27	1	0	1	1940	2
1294082	29	992	1	2	0	76	5	0	3	2009	1
1294085	29	025	1	4	1	17	10	1	3	1970	2
1294093	29	067	1	3	1	61	5	0	3	1989	3
1294094	29	084	1	2	0	133	1	0	1	2006	4
1294114	29	067	0			58	6	0	3	1999	
1294140	29	084	1	3	1	97	1	0	2	1945	5
1294190	29	067	1	2	0	55	9	0	3	1972	5
1294216	29	993	1	3	1	36	1	0	3	2010	2
1294352	29	067	1	2	0	65	8	0	3	1969	3
1294391	29	042	1	2	0	159	1	0	1	2006	3
1294400	29	069	0			482	1	0	1	1990	
1294426	29	025	1	4	1	45	2	0	3	2006	1
1294431	29	069	1	2	0	82	4	0	3	2000	3
1294463	29	992	1	2	0	101	1	0	2	1984	2
1294473	29	067	0			60	2	0	3	2005	
1294489	29	082	1	4	0	86	5	0	3	1990	1
1294496	29	067	1	2	1	55	7	0	3	1981	3
1294502	29	067	1	2	0	109	7	0	3	1999	4
1294514	29	068	1	2	0	57	3	0	3	2000	2
1294520	29	094	1	4	1	159	7	0	3	1970	2
1294584	29	084	1	2	0	77	1	0	1	1961	2
1294643	29	075	1	2	0	41	1	0	3	1985	2
1294652	29	070	0			91	3	1	3	1992	
1294657	29	067	1	2	0	89	2	0	2	1972	3
1294660	29	991	1	2	0	149	1	0	1	2015	4
1294677	29	051	0			49	2	0	2	1968	
1294706	29	992	0			128	1	0	2		
1294718	29	067	1	4	1	68	7	0	3	2003	4
1294728	29	069	0			84	3	1	3	2003	
1294731	29	012	0			76	1	0	1	2002	
1294754	29	091	0			51	4	0	3	2008	
1294775	29	067	0			66	10	0	3	1974	
1294779	29	094	1	2	1	161	1	0	1	1950	5
1294781	29	082	1	2	0	85	1	0	3	2001	2
1294791	29	993	1	2	1	133	3	1	3	2005	2
1294797	29	901	1	2	1	41	3	2	3	1974	1
1294833	29	075	1	2	0	89	2	0	3	2002	1
1294837	29	015	1	2	0	167	1	0	1	1958	2
1294907	29	068	1	3	1	105	1	0	3	2000	1
1294920	29	025	1	2	0	94	2	0	3	2002	4
1294977	29	069	0			44	5	1	3	1976	
1294990	29	067	0			68	4	0	3	1912	
1295115	29	038	1	3	1	90	1	0	1	2005	3
1295119	29	067	1	2	0	65	10	0	3	1969	2
1295202	29	070	1	2	0	60	3	1	3	2001	2
1295209	29	067	0			65	6	0	3	1963	
1295290	29	070	0			83	6	0	3	2001	
1295341	29	069	1	2	1	94	3	0	1	1960	3
1295373	29	012	1	3	1	53	1	0	1	1970	1
1295409	29	067	1	2	0	59	5	1	3	1972	2
1295437	29	067	1	2	0	61	10	0	3	1973	3
1295581	29	069	1	2	1						1
1295609	29	008	1	2	0	86	4	0	3	2006	1
1295635	29	067	1	2	0	82	4	0	3	1997	5
1295710	29	901	1	2	1				4		2
1295753	29	992	1	4	1	66	2	0	1		4
1295825	29	992	1	2	0	58	2	1	3	2005	1
1295844	29	025	1	2	0	65	5	1	3	1992	2
1295866	29	082	1	4	1	176	1	0	1	1982	2
1295873	29	070	0			68	5	1	3	2006	
1295896	29	069	0			113	2	1	3	2007	
1296065	29	038	1	4	1	93	2	0	2	1995	3
1296093	29	067	1	2	0	55	6	0	3	1968	4
1296095	29	067	1	2	0	124	1	0	1	1981	1
1296132	29	069	1	2	0	82	7	0	3	1979	1
1296145	29	067	1	2	1	70	10	0	3	1975	3
1296173	29	901	0			31	9	0	3	1984	
1296184	29	067	1	2	1	82	6	0	3	1963	2
1296186	29	067	1	2	0	91	8	0	3	2008	4
1296211	29	069	1	2	0	449	1	0	1	2013	4
1296228	29	084	1	4	0	75	6	1	3	1978	3
1296254	29	067	1	2	0	129	7	0	3	2004	4
1296259	29	067	1	2	0	48	5	0	3	1965	3
1296263	29	067	1	2	0	88	10	0	3	1983	3
1296268	29	054	1	2	1	30	5	0	3	1970	4
1296277	29	067	1	2	0	131	10	0	3	1983	2
1296383	29	070	0			80	3	0	3	1988	
1296385	29	054	0			58	8	2	3	2005	
1296398	29	025	0			50	9	0	3	1971	
1296415	29	067	1	2	0	55	3	0	3	1983	2
1296422	29	012	1	2	0	68	4	0	3	1969	1
1296447	29	051	0			405	1	0	1	1983	
1296490	29	054	0			53	8	0	3	1985	
1296520	29	067	1	2	0	85	1	0	1	1971	3
1296531	29	069	1	4	1	107	3	0	2	1993	3
1296543	29	901	1	3	1	21	10	0	3	1981	1
1296587	29	067	1	3	1	87	8	0	3	1975	3
1296598	29	025	1	2	0	29	3	0	3	2008	1
1296610	29	051	1	2	0	112	7	1	3	2005	4
1296614	29	094	1	2	0	58	3	0	3	2010	1
1296618	29	094	0			72	7	0	3	1977	
1296702	29	015	1	2	0	66	5	0	3	1970	1
1296748	29	067	1	2	0	54	5	0	3	1968	2
1296751	29	069	0			70	4	0	3	1997	
1296777	29	069	1	2	1	55	6	0	3	1970	5
1296800	29	015	1	2	0	65	4	0	3	2004	2
1296836	29	091	0			43	4	0	3	2006	
1296863	29	069	1	2	1	105	3	0	2	2001	1
1296874	29	075	0			75	2	0	1	2016	
1296897	29	082	0			70	5	0	3	2002	
1296955	29	067	1	2	0	40	3	0	3	1966	2
1296977	29	054	1	2	0	97	7	0	3	1988	1
1297027	29	067	1	2	0	136	1	0	2	2004	4
1297032	29	067	1	2	0	68	1	0	1	1955	3
1297051	29	070	0			64	2	0	3	1985	
1297069	29	901	1	2	0	109	5	0	3	2002	4
1297149	29	069	0			44	1	0	1	1964	
1297217	29	901	1	2	0	61	6	0	3	1990	3
1297223	29	008	0			184	3	0	1	2007	
1297236	29	091	0			53	4	0	3	2004	
1297260	29	069	1	2	0	130	2	0	1	1998	2
1297274	29	068	1	2	0	95	3	0	3	1987	2
1297347	29	015	1	2	1	59	3	0	3	1995	3
1297352	29	069	0			130	4	0	3	2004	
1297388	29	067	1	2	0	70	10	1	3	1975	4
1297417	29	067	1	2	0	55	10	0	3	1970	1
1297425	29	067	1	2	0	34	1	0	2	1964	2
1297429	29	067	1	2	0	58	5	0	3	1998	4
1297439	29	991	1	4	1	155	1	0	1	1930	1
1297448	29	901	1	2	0	54	2	1	3	1990	1
1297470	29	094	1	2	1	78	5	0	3	1993	4
1297477	29	054	1	2	0	65	5	0	3	1963	2
1297483	29	992	0			63	1	0	1	1950	
1297505	29	067	0			75	1	0	1	1950	
1297588	29	992	0			60	1	0	1	1979	
1297607	29	069	1	2	0	61	6	0	3	2003	4
1297724	29	069	1	2	0	99	10	0	3	2000	2
1297739	29	051	0			41	1	0	2	1969	
1297750	29	068	1	2	1	45	6	0	3	2007	1
1297755	29	015	1	2	1	76	6	0	3	1971	4
1297764	29	992	0			75	1	0	2	1990	
1297804	29	067	1	2	0	94	5	0	3	2005	4
1297812	29	094	0			60	7	0	3	1985	
1297834	29	054	1	2	1	54	5	0	3	1965	2
1297874	29	051	1	4	1	92	4	0	3	1987	2
1297902	29	069	1	2	0	96	2	0	1	1983	2
1297939	29	091	1	2	0	70	5	0	3	1975	3
1297947	29	991	1	2	0	97	1	0	1	1980	3
1297961	29	067	1	2	1	1000	1	0		1987	5
1297967	29	067	1	2	0	89	7	0	3	2002	3
1297971	29	067	1	2	0	71	6	0	3	1980	2
1297994	29	075	0			62	5	0	3	1980	
1298033	29	069	1	2	0	96	7	0	3	2004	2
1298052	29	082	1	2	0	64	5	0	3	2002	1
1298138	29	067	0			114	1	0	2		
1298163	29	069	0			79	4	0	3	2003	
1298198	29	067	1	2	1	60	5	0	3	2006	3
1298231	29	993	1	2	0	143	1	0	1	2009	2
1298281	29	067	1	2	0	63	3	0	3	1955	2
1298284	29	070	0			89	1	0	1	1995	
1298304	29	094	0			77	1	0	1		
1298330	29	070	0			48	3	1	3	1991	
1298513	29	015	1	2	0	74	4	0	3	1987	3
1298541	29	067	1	2	0	215	1	0	1	1994	4
1298637	29	025	1	3	1	43	10	0	3	1985	1
1298649	29	008	1	2	1	129	1	0	2	1970	3
1298725	29	067	0			67	8	0	3	2010	
1298755	29	082	1	2	0	75	9	1	3	2003	4
1298788	29	094	1	2	1	95	6	0	3	1998	4
1298831	29	070	1	2	1	123	1	0	1	2002	1
1298846	29	070	1	2	0	91	4	0	3	2004	3
1298856	29	067	1	2	0	57	8	0	3	1962	3
1298898	29	901	1	3	0	57	7	0	3	1972	4
1298909	29	067	1	2	0	133	1	0	1	1996	5
1298929	29	069	0			51	3	0	3	1991	
1298936	29	067	1	2	0	93	1	0	1	1961	4
1298943	29	051	1	2	0	65	6	0	3	1990	4
1298995	29	901	1	3	1	31	8	0	3	1972	4
1299025	29	094	0			82	4	0	3	1981	
1299139	29	901	0			27			3	1974	
1299227	29	069	1	4	0	85	6	0	3	1980	1
1299253	29	992	1	4	1	30	1	0	1	2004	1
1299386	29	067	1	2	1	223	1	0	1	1970	1
1299445	29	067	0			40	5	0	3	2019	
1299467	29	075	0			103	1	0	3	1990	
1299502	29	067	1	2	0	104	4	0	3	2002	4
1299537	29	991	0			194	1	0	2	2008	
1299541	29	067	1	2	1	56	7	0	3	1984	1
1299574	29	067	1	2	0	80	7	0	3	1993	4
1299620	29	067	1	2	1	70	4	1	3	1999	2
1299627	29	067	1	2	1	66	1	0	1	1950	4
1299667	29	070	0			83	1	0	1	2010	
1299686	29	094	0			79	2	0	3	1990	
1299710	29	067	0			65	10	0	3	1974	
1299716	29	067	1	2	0	61	10	0	3	1978	2
1299719	29	067	0			104			4		
1299752	29	054	1	2	0	80	8	0	3	2002	1
1299816	29	094	1	2	0	85	7	0	3	1980	1
1299862	29	094	1	2	0	89	4	0	3	2005	2
1299863	29	067	1	2	0	66	10	0	3	1970	4
1299887	29	069	1	3	1	212	1	0	1	1980	1
1299918	29	012	1	2	0	289	4	0	3	1999	4
1299919	29	091	0			73	4	0	3	2007	
1299948	29	901	1	3	1	76	2	0	3	1988	1
1299952	29	992	0			94	1	0	1	2006	
1300004	29	992	1	2	0	135	1	0	1	1988	2
1300005	29	067	0			56	10	0	3	1973	
1300056	29	070	0			65	4	2	3	2008	
1300073	29	091	0			52	1	0	1		
1300079	29	054	1	2	0	138	1	0	1	1968	1
1300081	29	054	1	2	1	53	4	0	3	2006	1
1300085	29	051	0			118	4	0	3	2005	
1300086	29	901	1	2	0	119	3	0	1	2008	4
1300095	29	015	1	2	0	108	1	0	1	2002	1
1300113	29	901	1	4	0	99	6	0	3	2009	1
1300183	29	007	1	2	0	192	2	0	1	2005	3
1300184	29	992	0			109	4	0	3	2007	
1300213	29	069	1	2	0	101	4	0	3	1986	4
1300228	29	901	1	2	0	108	2	0	1	1994	1
1300288	29	067	1	2	1	205	1	0	1	1970	2
1300364	29	051	0			60	3	0	3	1982	
1300369	29	070	1	3	1	30	2	0	3	1970	1
1300372	29	007	1	2	0	116	2	0	2	2007	3
1300429	29	008	1	2	0	66	2	1	3	1986	2
1300462	29	992	1	2	0	65	3	2	3	2000	2
1300469	29	067	1	2	0	85	5	0	3	1992	5
1300534	29	069	1	2	0	65	7	0	3	1978	2
1300542	29	067	1	2	0	103	7	0	3	1989	1
1300557	29	067	1	2	0	70	10	0	3	1975	2
1300607	29	007	1	2	1	128	1	0	1	1950	1
1300666	29	070	1	2	1	194	1	0	1	2004	2
1300694	29	051	1	2	1	31	2	0	3	1973	2
1300781	29	901	0			70	4	1	3	2000	
1300792	29	025	0			55	3	0	3	1998	
1300809	29	075	0			65	3	0	3	2008	
1300816	29	991	0			93	2	1	3	1982	
1300842	29	991	0			115	1	0	1	2008	
1300852	29	094	1	2	0	70	10	0	3	1970	2
1300863	29	067	0			38	8	1	3	1976	
1300892	29	992	1	2	1	88	1	0	1	2004	2
1300898	29	901	1	2	1	29	10	0	3	1978	1
1300947	29	067	1	2	1	95	9	0	3	1971	2
1300961	29	051	1	2	1	109	5	0	3	2004	3
1300982	29	993	1	2	1	59	6	0	3	2005	2
1300989	29	067	0			74	7	0	3	2001	
1301011	29	008	1	2	0	167	1	0	1	2000	4
1301024	29	051	0			66	10	0	3	1984	
1301094	29	084	0			56	5	0	3	1994	
1301110	29	051	0			133	1	0	1	1965	
1301171	29	069	0			102	4	0	3	1999	
1301172	29	094	0			94	1	0	1		
1301175	29	069	1	2	0	96	4	0	3	1990	3
1301181	29	054	1	2	0	70	7	0	3	1996	2
1301189	29	025	1	2	0	56	3	0	3	2007	3
1301239	29	067	1	2	0	90	7	0	3	1999	3
1301264	29	068	0			73	3	0	3	2004	
1301275	29	070	1	3	1	77	4	0	3	2007	2
1301279	29	025	1	2	0	80	5	0	3	2005	3
1301324	29	992	1	2	0	74	1	0	1	2008	4
1301360	29	091	1	2	0	50	1	0	1	1900	2
1301371	29	054	1	3	1	75	8	0	3	1973	2
1301385	29	067	1	2	0	85	7	0	3	2004	2
1301447	29	094	1	2	0	84	5	0	3	2008	3
1301449	29	992	0			40	1	0	1	2002	
1301471	29	067	1	4	0	86	10	0	3	1974	2
1301580	29	025	0			50	4	0	3	2008	
1301598	29	067	0			66	5	0	3	2003	
1301613	29	051	1	4	1	139	3	0	3	2001	1
1301635	29	067	1	2	0	69	9	0	3	1971	5
1301647	29	067	1	2	0	99	7	0	3	1994	4
1301663	29	901	0			41	7	0	3	1964	
1301687	29	091	0			59	2	0	1	1945	
1301718	29	025	0			75	1	0	3	1987	
1301759	29	991	0			99	4	0	3	1992	
1301770	29	067	0			62	1	0	1	1953	
1301848	29	075	1	2	0	71	1	0	1	1980	5
1301915	29	042	0			81	4	0	3	1992	
1302032	29	993	1	2	0	120	3	0	3	2008	1
1302072	29	991	0			99	1	0	1		
1302099	29	025	0			47	10	0	3	1982	
1302103	29	067	1	2	0	52	1	0	1	1970	1
1302127	29	094	1	2	0	72	2	0	2	2007	4
1302145	29	069	1	2	0	40	2	0	1	1961	1
1302154	29	067	1	2	0	71	8	0	3	1976	3
1302176	29	067	1	2	0	46	3	0	3	2004	3
1302220	29	993	0			239	1	0	1	1930	
1302232	29	991	0			125	2	0	1		
1302256	29	067	1	2	1	33	4	0	3	2008	5
1302274	29	012	1	3	1	99	1	0	1	1930	5
1302283	29	067	1	2	0	64	6	0	3	1973	5
1302304	29	993	0			98	3	0	3	2007	
1302329	29	075	1	2	0	56	3	0	3	1983	2
1302342	29	069	0			96	4	1	3	1998	
1302349	29	067	1	2	0	87	8	0	3	1974	2
1302370	29	069	1	3	0	94	7	0	3	2002	1
1302373	29	067	1	4	1	59	5	0	3	1964	3
1302386	29	992	1	2	1	74	1	0	2	1980	3
1302392	29	070	0			57	4	0	3	1970	
1302399	29	015	1	2	0	106	4	0	3	1988	3
1302400	29	067	1	2	0	62	10	1	3	1965	3
1302473	29	068	0			158	1	0	1	1989	
1302555	29	992	0			67	1	0	1	2012	
1302674	29	025	1	3	0	31	3	0	3	2006	1
1302712	29	051	1	2	0	78	8	0	3	2007	4
1302754	29	038	1	2	0	149	3	0	3	2004	3
1302762	29	069	0			78	1	0	1	1970	
1302853	29	069	0			63	4	0	3	2005	
1302856	29	901	1	2	0	65	4	0	3	1967	1
1302857	29	067	0			119	1	0	2		
1302860	29	051	1	2	0	65	6	0	3	1988	3
1302875	29	070	1	2	1	33	3	0	3	2004	4
1302892	29	067	1	2	0	62	8	0	3	1970	3
1303003	29	094	1	2	1	42	7	0	3	2003	1
1303004	29	069	0			75	5	1	3	2002	
1303047	29	992	0			76	1	0	1	2005	
1303080	29	042	1	2	1	39	1	0	1	1975	2
1303104	29	992	0			53	1	0	1		
1303114	29	042	0			64	1	0	1	1999	
1303119	29	067	1	2	0	67	5	0	3	1962	4
1303181	29	069	0			94	3	0	3	1991	
1303187	29	091	0			30	10	0	3	1978	
1303200	29	054	1	2	0	70	8	1	3	1977	1
1303204	29	082	0			70	3	0	3	1974	
1303211	29	067	1	2	0	85	6	0	3	1990	4
